"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"3066","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"3067","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","F","(35,45]","Remarried","Employee"
"3068","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","F","(65,75]","Widower","Manual labourer"
"3069","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Manual labourer"
"3070","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(25,35]","Married","Unskilled worker"
"3071","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Manual labourer"
"3072","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Remarried","Manual labourer"
"3073","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","M","(35,45]","Married","Technician"
"3074","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Married","Unskilled worker"
"3075","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","M","(25,35]","Single","Manual labourer"
"3076","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(55,65]","Widower","Unskilled worker"
"3077","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3078","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Management"
"3079","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","M","(55,65]","Married","Technician"
"3080","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(45,55]","Remarried","Manual labourer"
"3081","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","M","(75,85]","Married","Manual labourer"
"3082","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(75,85]","Widower","Employee"
"3083","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","M","(25,35]","Married","Employee"
"3084","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","M","(35,45]","Married","Employee"
"3085","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(45,55]","Married","Unskilled worker"
"3086","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Married","Foreman"
"3087","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(55,65]","Married","Unskilled worker"
"3088","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"3089","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","F","[15,25]","Single","Employee"
"3090","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3091","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","F","(25,35]","Single","Other"
"3092","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Widower","Employee"
"3093","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","M","(25,35]","Married","Management"
"3094","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","M","(25,35]","Single","Management"
"3095","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(25,35]","Married","Foreman"
"3096","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","M","(45,55]","Married","Management"
"3097","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Single","Employee"
"3098","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","F","(55,65]","Divorcee","Employee"
"3099","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","(35,45]","Divorcee","Employee"
"3100","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(55,65]","Married","Employee"
"3101","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(65,75]","Widower","Employee"
"3102","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","(35,45]","Divorcee","Unskilled worker"
"3103","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(65,75]","Divorcee","Manual labourer"
"3104","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Unskilled worker"
"3105","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(55,65]","Single","Unskilled worker"
"3106","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(35,45]","Single","Employee"
"3107","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","F","(35,45]","Widower","Employee"
"3108","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","F","(45,55]","Married","Employee"
"3109","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Married","Manual labourer"
"3110","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(75,85]","Widower","Unskilled worker"
"3111","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(85,100]","Widower","Manual labourer"
"3112","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","M","(25,35]","Single","Unskilled worker"
"3113","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","F","(25,35]","Divorcee","Unskilled worker"
"3114","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","F","(35,45]","Divorcee","Employee"
"3115","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"3116","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Married","Employee"
"3117","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","F","(55,65]","Single","Employee"
"3118","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(55,65]","Remarried","Unskilled worker"
"3119","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Technician"
"3120","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(55,65]","Married","Manual labourer"
"3121","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(45,55]","Married","Manual labourer"
"3122","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","F","(45,55]","Married","Employee"
"3123","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","M","(65,75]","Married","Manual labourer"
"3124","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","M","[15,25]","Single","Unskilled worker"
"3125","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","M","(45,55]","Married","Unskilled worker"
"3126","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Divorcee","Unskilled worker"
"3127","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","M","(25,35]","Single","Management"
"3128","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Married","Unskilled worker"
"3129","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","F","(45,55]","Married","Employee"
"3130","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(45,55]","Married","Unskilled worker"
"3131","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Divorcee","Foreman"
"3132","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","(25,35]","Single","Unskilled worker"
"3133","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(65,75]","Married","Employee"
"3134","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Widower","Employee"
"3135","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(55,65]","Widower","Employee"
"3136","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(35,45]","Married","Employee"
"3137","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Employee"
"3138","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(65,75]","Married","Technician"
"3139","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(55,65]","Married","Manual labourer"
"3140","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(65,75]","Widower","Manual labourer"
"3141","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","M","(65,75]","Married","Other"
"3142","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","M","(75,85]","Single","Management"
"3143","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(75,85]","Married","Manual labourer"
"3144","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","M","(35,45]","Married","Other"
"3145","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","M","(45,55]","Single","Unskilled worker"
"3146","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","F","(65,75]","Widower","Manual labourer"
"3147","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3148","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(35,45]","Married","Other"
"3149","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Single","Unskilled worker"
"3150","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","F","(45,55]","Divorcee","Employee"
"3151","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","M","(65,75]","Married","Manual labourer"
"3152","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Married","Manual labourer"
"3153","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","[15,25]","Married","Unskilled worker"
"3154","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","M","(45,55]","Married","Unskilled worker"
"3155","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","M","(55,65]","Married","Manual labourer"
"3156","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","F","(55,65]","Married","Unskilled worker"
"3157","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(55,65]","Single","Unskilled worker"
"3158","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","M","(65,75]","Married","Manual labourer"
"3159","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(35,45]","Single","Employee"
"3160","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Married","Unskilled worker"
"3161","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","M","(55,65]","Remarried","Management"
"3162","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","F","(75,85]","Widower","Manual labourer"
"3163","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","F","(45,55]","Married","Foreman"
"3164","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(35,45]","Married","Employee"
"3165","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","F","(35,45]","Married","Employee"
"3166","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","F","(25,35]","Married","Employee"
"3167","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(25,35]","Married","Manual labourer"
"3168","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","F","(25,35]","Married","Manual labourer"
"3169","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","M","(25,35]","Married","Manual labourer"
"3170","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Manual labourer"
"3171","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","F","(65,75]","Married","Employee"
"3172","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Married","Management"
"3173","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","M","(45,55]","Married","Technician"
"3174","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Married","Manual labourer"
"3175","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","M","(75,85]","Married","Technician"
"3176","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","F","(45,55]","Married","Employee"
"3177","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(65,75]","Married","Employee"
"3178","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","M","(35,45]","Married","Technician"
"3179","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","F","[15,25]","Single","Employee"
"3180","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Widower","Employee"
"3181","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","F","(35,45]","Married","Employee"
"3182","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"3183","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Manual labourer"
"3184","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","F","(35,45]","Married","Manual labourer"
"3185","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","F","(55,65]","Divorcee","Technician"
"3186","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","F","(55,65]","Widower","Other"
"3187","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"3188","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(45,55]","Divorcee","Management"
"3189","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"3190","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(45,55]","Married","Manual labourer"
"3191","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","F","(35,45]","Married","Employee"
"3192","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Manual labourer"
"3193","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","F","(85,100]","Widower","Employee"
"3194","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(35,45]","Married","Management"
"3195","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","M","(45,55]","Married","Other"
"3196","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","M","(75,85]","Married","Management"
"3197","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(65,75]","Married","Manual labourer"
"3198","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","F","(35,45]","Divorcee","Foreman"
"3199","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"3200","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(65,75]","Married","Unskilled worker"
"3201","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(35,45]","Married","Manual labourer"
"3202","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3203","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"3204","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","F","(25,35]","Married","Foreman"
"3205","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","M","(35,45]","Divorcee","Manual labourer"
"3206","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","M","(45,55]","Married","Foreman"
"3207","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Unskilled worker"
"3208","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","M","(55,65]","Married","Technician"
"3209","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","M","(65,75]","Married","Management"
"3210","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","F","(35,45]","Married","Employee"
"3211","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","M","(55,65]","Remarried","Technician"
"3212","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","M","(55,65]","Married","Management"
"3213","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","F","(55,65]","Married","Management"
"3214","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Single","Technician"
"3215","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","F","(45,55]","Married","Management"
"3216","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","F","(55,65]","Married","Manual labourer"
"3217","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"3218","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(65,75]","Married","Employee"
"3219","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Married","Foreman"
"3220","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","F","(45,55]","Married","Unskilled worker"
"3221","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(55,65]","Married","Manual labourer"
"3222","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(45,55]","Married","Manual labourer"
"3223","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","M","(35,45]","Married","Technician"
"3224","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"3225","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","F","(25,35]","Divorcee","Employee"
"3226","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Management"
"3227","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","M","(25,35]","Single","Foreman"
"3228","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Foreman"
"3229","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Management"
"3230","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","F","(65,75]","Widower","Employee"
"3231","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","M","(55,65]","Widower","Foreman"
"3232","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Foreman"
"3233","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","(35,45]","Single","Unskilled worker"
"3234","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(45,55]","Married","Manual labourer"
"3235","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","M","[15,25]","Single","Technician"
"3236","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(55,65]","Single","Employee"
"3237","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(45,55]","Married","Employee"
"3238","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","F","(45,55]","Married","Other"
"3239","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3240","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(55,65]","Married","Employee"
"3241","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(75,85]","Married","Employee"
"3242","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"3243","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","M","(65,75]","Married","Unskilled worker"
"3244","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","M","(45,55]","Remarried","Manual labourer"
"3245","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","M","(35,45]","Married","Technician"
"3246","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","F","(25,35]","Married","Foreman"
"3247","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","F","(35,45]","Remarried","Employee"
"3248","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","M","(35,45]","Married","Technician"
"3249","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","F","(35,45]","Single","Employee"
"3250","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"3251","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","[15,25]","Single","Employee"
"3252","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Single","Management"
"3253","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","F","(45,55]","Single","Employee"
"3254","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","F","(65,75]","Widower","Employee"
"3255","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"3256","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","M","(35,45]","Married","Manual labourer"
"3257","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"3258","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Married","Manual labourer"
"3259","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","M","(45,55]","Married","Unskilled worker"
"3260","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Single","Unskilled worker"
"3261","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Manual labourer"
"3262","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Management"
"3263","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Married","Unskilled worker"
"3264","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","F","(45,55]","Married","Other"
"3265","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","M","(45,55]","Married","Management"
"3266","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(75,85]","Married","Employee"
"3267","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","F","(55,65]","Married","Unskilled worker"
"3268","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","M","(25,35]","Remarried","Manual labourer"
"3269","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(45,55]","Married","Other"
"3270","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","F","(35,45]","Married","Other"
"3271","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"3272","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","F","(65,75]","Widower","Employee"
"3273","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(55,65]","Single","Manual labourer"
"3274","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","M","(35,45]","Married","Manual labourer"
"3275","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"3276","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","F","[15,25]","Single","Employee"
"3277","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(65,75]","Married","Employee"
"3278","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","M","(55,65]","Married","Management"
"3279","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(85,100]","Widower","Manual labourer"
"3280","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","F","[15,25]","Single","Employee"
"3281","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","M","(35,45]","Divorcee","Foreman"
"3282","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Single","Unskilled worker"
"3283","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","F","(25,35]","Married","Employee"
"3284","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Employee"
"3285","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","M","[15,25]","Single","Employee"
"3286","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(75,85]","Married","Foreman"
"3287","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","F","(55,65]","Single","Management"
"3288","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","F","(25,35]","Divorcee","Management"
"3289","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","F","(25,35]","Single","Foreman"
"3290","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(55,65]","Divorcee","Manual labourer"
"3291","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Manual labourer"
